    0	0.200000
    1	0.448000
    2	0.692429
    3	0.596319
    4	0.674023
    5	0.615204
    6	0.662838
    7	0.625754
    8	0.655720
    9	0.632103
   10	0.651136
   11	0.636042
   12	0.648179
   13	0.638520
   14	0.646274
   15	0.640091
   16	0.645049
   17	0.641090
   18	0.644262
   19	0.641728
   20	0.643757
   21	0.642135
   22	0.643433
   23	0.642395
   24	0.643226
   25	0.642562
   26	0.643093
   27	0.642668
   28	0.643008
   29	0.642736
   30	0.642954
   31	0.642780
   32	0.642919
   33	0.642808
   34	0.642897
   35	0.642825
   36	0.642883
   37	0.642837
   38	0.642873
   39	0.642844
   40	0.642868
   41	0.642849
   42	0.642864
   43	0.642852
   44	0.642861
   45	0.642854
   46	0.642860
   47	0.642855
   48	0.642859
   49	0.642856
   50	0.642858
   51	0.642856
   52	0.642858
   53	0.642857
   54	0.642858
   55	0.642857
   56	0.642857
   57	0.642857
   58	0.642857
   59	0.642857
   60	0.642857
   61	0.642857
   62	0.642857
   63	0.642857
   64	0.642857
   65	0.642857
   66	0.642857
   67	0.642857
   68	0.642857
   69	0.642857
   70	0.642857
   71	0.642857
   72	0.642857
   73	0.642857
   74	0.642857
   75	0.642857
   76	0.642857
   77	0.642857
   78	0.642857
   79	0.642857
   80	0.642857
   81	0.642857
   82	0.642857
   83	0.642857
   84	0.642857
   85	0.642857
   86	0.642857
   87	0.642857
   88	0.642857
   89	0.642857
   90	0.642857
   91	0.642857
   92	0.642857
   93	0.642857
   94	0.642857
   95	0.642857
   96	0.642857
   97	0.642857
   98	0.642857
   99	0.642857
  100	0.642857
  101	0.642857
  102	0.642857
  103	0.642857
  104	0.642857
  105	0.642857
  106	0.642857
  107	0.642857
  108	0.642857
  109	0.642857
  110	0.642857
  111	0.642857
  112	0.642857
  113	0.642857
  114	0.642857
  115	0.642857
  116	0.642857
  117	0.642857
  118	0.642857
  119	0.642857
  120	0.642857
  121	0.642857
  122	0.642857
  123	0.642857
  124	0.642857
  125	0.642857
  126	0.642857
  127	0.642857
  128	0.642857
  129	0.642857
  130	0.642857
  131	0.642857
  132	0.642857
  133	0.642857
  134	0.642857
  135	0.642857
  136	0.642857
  137	0.642857
  138	0.642857
  139	0.642857
  140	0.642857
  141	0.642857
  142	0.642857
  143	0.642857
  144	0.642857
  145	0.642857
  146	0.642857
  147	0.642857
  148	0.642857
  149	0.642857
